,class_id,slug,excerpt
573,445,steam,"IF YOU LIVE IN THE EUROPEAN UNION, THIS SECTION 11 DOES NOT APPLY TO YOU.YOU AND VALVE AGREE TO RESOLVE ALL DISPUTES AND CLAIMS BETWEEN US IN INDIVIDUAL BINDING ARBITRATION.
THAT INCLUDES, BUT IS NOT LIMITED TO, ANY CLAIMS ARISING OUT OF OR RELATING TO: (i) ANY ASPECT OF THE RELATIONSHIP BETWEEN US.
(ii) THIS AGREEMENT.
OR (iii) YOUR USE OF STEAM, YOUR ACCOUNT OR THE CONTENT AND SERVICES.
IT APPLIES REGARDLESS OF WHETHER SUCH CLAIMS ARE BASED IN CONTRACT, TORT, STATUTE, FRAUD, UNFAIR COMPETITION, MISREPRESENTATION OR ANY OTHER LEGAL THEORY.However, this Section does not apply to the following types of claims or disputes, which you or Valve may bring in any court with jurisdiction: (i) claims of infringement or other misuse of intellectual property rights, including such claims seeking injunctive relief.
and (ii) claims related to or arising from any alleged unauthorized use, piracy or theft.You and Valve agree to make reasonable, good faith efforts to informally resolve any dispute before initiating arbitration.
A party who intends to seek arbitration must first send the other a written notice that describes the nature and basis of the claim or dispute and sets forth the relief sought.
If you and Valve do not reach an agreement to resolve that claim or dispute within 30 days after the notice is received, you or Valve may commence an arbitration."
574,38,steam,"e.g.
web beacons, pixels, ad tags and device identifiers"
575,30,steam,"You may refuse the use of cookies by selecting the appropriate settings on your browser.
However, please note that if you do this, you may not be able to access the full functionality of our websites."
576,211,steam,"In regard to all Subscriptions, Contents and Services that are not authored by Valve, Valve does not screen such third party content available on Steam or through other sources.
Valve assumes no responsibility or liability for such third party content."
577,446,steam,"If you cancel your Account, Valve reserves the right to collect fees, surcharges or costs incurred before cancellation"
578,447,steam,"Valve may amend this Agreement (including any Subscription Terms or Rules of Use) unilaterally at any time in its sole discretion.
In this case, you will be notified by e-mail of any amendment to this Agreement made by Valve within 60 (sixty) days before the entry into force of the said amendment.
You can view the Agreement at any time at http://www.steampowered.com/.
Your failure to cancel your Account within thirty (30) days after the entry into force of the amendments, will constitute your acceptance of the amended terms."
579,448,steam,"It doesn't matter.
Valve will, upon request via help.steampowered.com, issue a refund for any reason, if the request is made within fourteen days of purchase, and the title has been played for less than two hours.
There are more details below, but even if you fall outside of the refund rules we’ve described, you can ask for a refund anyway and we’ll take a look."
580,449,steam,"You may cancel your Account at any time.
You may cease use of a Subscription at any time or, if you choose, you may request that Valve terminate your access to a Subscription."
581,170,steam,"We may also share your Personal Data with our third party providers that provide customer support services in connection with goods, Content and Services distributed via Steam."
582,29,strava,"We may not recognize Do-Not-Track (“DNT”) signals from your web browsers or device.
This is because there is not yet a universally accepted standard on how to interpret and respond to DNT signals, which often conflict with other settings."
583,32,strava,"Effective Date: October 15, 2018"
584,43,strava,"You are solely responsible for maintaining the confidentiality of the password associated with your account and for restricting access to your password, your computer and mobile device while logged into the Services.
You accept responsibility for all activities that occur under your account or from your computer and mobile devices."
585,164,symantec,"By sending Symantec any information or material, you hereby grant Symantec an unrestricted, irrevocable license to copy, reproduce, publish, upload, post, transmit, distribute, publicly display, perform, modify, create derivative works from, and otherwise freely use, those materials or information."
586,152,symantec,"You are prohibited from posting any libelous, obscene, defamatory, pornographic or other content that would violate any laws."
587,179,tacticaltech,"In all of the above cases, the data is stored securely, and for a limited time period only."
588,32,tacticaltech,Policy last updated: 30 May 2018
589,67,tacticaltech,"We always anonymise data that we use externally, even in the context of evaluation, research and reports.
Occasionally, internal data is not anonymised, however it is securely kept and used for a specific purpose, and only used for the amount of time that it is needed."
590,0,tacticaltech,"We do not collect your IP address, which is a type of data that can identify you personally."
591,83,tapas,"When you use a location-enabled device, we may collect and process information about your approximate location, like the GPS signals sent by a mobile device."
592,156,tapas,Tapas Media reserves the right to remove Content without prior notice.
593,121,tapas,"Licensing
"
594,53,tapas,Tapas Media reserves the right to discontinue any aspect of the Service at any time.
595,318,tapas,"If you believe that your Content that was removed (or to which access was disabled) is not infringing, or that you have the authorization from the copyright owner, the copyright owner's agent, or pursuant to the law, to post and use the material in your Content, you may send a counter-notice by either of the methods outlined containing the following information:"
596,450,tapas,"You affirm that you are 13 years of age or older, and competent to enter into the terms, conditions, obligations, affirmations, representations, and warranties set forth in these Terms of Service, and to abide by and comply with these Terms of Service.In any case, you affirm that you are 13 or older, as the Service is not intended for people under 13.
If you are under 13 years of age, then please do not use the Service.
There are tons of other fantastic websites for you."
597,43,tapas,"You are solely responsible for the activity that occurs on your account, and you must keep your account password secure."
598,301,tapas,"You agree not to use or launch any automated system, including without limitation, ""robots,"" ""spiders,"" or ""offline readers,"" that accesses the Service in a manner that attempts to forge the presence of a user accessing the site for the purpose of artificially increasing ""pageviews,"" ""subscribers,"" or ""likes"" or other elements that contribute to a series popularity or advancement within any programs that Tapas Media offers to users."
599,152,tapas,"You hereby affirm, represent, and warrant that you (1) own or have the necessary licenses, rights, consents, and permissions to publish Content you submit and publish through the Service.
and (2) all such Content are original works of authorship on your part and have not been copied, in whole or in part, from any other work and do not violate, misappropriate or infringe any copyright, trademark or other proprietary right of any other person or entity."
600,70,target,"Types of information Collected:Phone (or mobile) numberYour mobile device information (e.g., device model, operating system version, device date and time, unique device identifiers, mobile network information)Media Information (e.g.
Advertising engagement in social, digital, and broadcast media) We collect information that you enter on our digital properties or give us in other ways (e.g.
when you order on Target.com, purchase a product in a Target store or create a gift registry)."
601,121,tartle,"TARTLE does not sell, rent or lease its customer lists to third parties, ever"
602,252,tartle,"TARTLE secures your personal information from unauthorized access, use, or disclosure.
TARTLE uses the following methods for this purpose:– AES-256bit Military Grade VPN Connecti"
603,32,tellonym,"Effective Date: March, 14 2019."
604,41,theguardian,"You agree to defend, indemnify, and hold harmless Guardian, its parents, subsidiaries, and affiliates, and each of their respective officers, directors, and employees from any and all claims, liabilities, costs, and expenses, including, but not limited to, attorneys’ fees and expenses, arising out a breach by you or any user of your account of these terms and conditions or privacy policy or arising out of a breach of your obligations, representation and warranties under these terms and conditions."
605,98,theguardian,"We may also show you advertising on theguardian.com website based on your browsing patterns on other sites that we have obtained from our advertising partners.We also use personalised online advertising to promote our own products and services.
This means that you may see advertising for our products and services on our sites (and our other platforms, such as Guardian Jobs) and when you are on other, third party websites, including social media platforms."
606,54,theguardian,"We also use the personal data for related internal administrative purposes - such as our accounting and records - and to make you aware of any changes to our services.To personalise our services (for example, so you can sign in), remembering your settings, displaying personalised advertising as well as measuring how effective our online adverts are, recognising you when you sign in on different devices and tailoring our marketing communications based on what you read on our sites (including Guardian Jobs and Guardian Holidays)."
607,5,theguardian,"In particular, we do not warrant that the Guardian Site or any of its contents is virus free.
You must take your own precautions in this respect as we accept no responsibility for any infection by virus or other contamination or by anything which has destructive properties.
Although we will do our best to provide constant, uninterrupted access to the Guardian Site, we do not guarantee this.
We accept no responsibility or liability for any interruption or delay."
608,178,yakka,We don’t track you
609,242,yakka,"If you want to opt out of this, enable the  setting in your browser then we won’t count you."
610,183,yakka,"That said, if we get something wrong or you feel like we’re not addressing something "
611,9,yakka,we don’t sell that information
612,184,yakka,Let’s keep things simple write a long winded Privacy Policy full of legal jargon and hithertos but we wanted to try to just communicate in plain english
613,16,thumbzilla,"We may modify or revise these Terms of Service from time to time in our sole discretion and you agree to be bound by such modifications or revisions.
Although we may attempt to notify you when major changes are made to these Terms of Service, you are expected to periodically review the most up-to-date version found at http://www.thumbzilla.com/information#terms, so you are aware of any changes, as they are binding on you.All changes are effective immediately when we post them, and apply to all access to and use of the Website thereafter.
The updated version supersedes any prior versions immediately upon being posted, and the prior version(s) shall have no continuing legal effect.
If you do not review new terms as posted, then you agree that you have waived your right to do so, and you are therefore bound by the updated conditions, even if you failed to review the new ones.
You are on notice of changes, and your failure to review the amended terms is your own omission.
By continuing to use the Website subsequent to us making available an amended version of these Terms of Service, you thereby acknowledge, agree to and consent to such amendment.
"
614,47,thumbzilla,"We have the right to disable any user name, password or other identifier, whether chosen by you or provided by us, at any time in our sole discretion for any or no reason, including if, in our opinion, you have violated any provision of these Terms of Service."
615,32,thumbzilla,"Last Modified: May 19, 2018"
616,38,thumbzilla,"Web Beacons.
Pages of our Website and our e-mails may contain small electronic files known as web beacons (also known as clear gifs, pixel tags, single-pixel gifs and web bugs)&nbsp;that are tiny graphics with a unique identifier, similar in function to cookies, and are used to track the online movements of web users or to access cookies."
617,31,thumbzilla,"Legal successors.
To a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation or similar proceeding, in which personal information held by us about our Website users is among the assets transferred.
Should such a sale or transfer occur, we will use reasonable efforts to try to ensure that the entity to which we transfer your personal information uses it in a manner that is consistent with this privacy policy."
618,73,thumbzilla,"CooperationWe regularly review our
compliance with this privacy policy.
Please feel free to direct any questions
or concerns regarding this privacy policy or our treatment of Personal
Information by contacting us through this Website at support@pornhub.com.
When we receive a
formal written complaint, it is our policy to contact the complaining party
regarding his or her concerns.
We will cooperate with the appropriate
regulatory authorities, including local data protection authorities, to resolve
any complaints regarding the collection, use and disclosure of Personal
Information that cannot be resolved by an individual and us."
619,47,tiktok,We reserve the right to disable your user account at any time
620,95,tiktok,"We reserve the right to disable your user account at any time, including if you have failed to comply with any of the provisions of these Terms, or if activities occur on your account which, in our sole discretion, would or might cause damage to or impair the Services or infringe or violate any third party rights, or violate any applicable laws or regulations."
621,156,tiktok,"We reserve the right, at any time and without prior notice, to remove or disable access to content at our discretion for any reason or no reason."
622,121,tiktok,You or the owner of your User Content still own the copyright in User Content sent to us
623,2,tiktok,"We will generally notify all users of any material changes to this policy, through a notice on our Platform.
However, you should look at this policy regularly to check for any changes."
624,189,tiktok,We will share your personal data and other information with the following selected third parties:our data centre and the servers of our host provider
625,155,tiktok,"non-exclusive, royalty-free, fully transferable, perpetual worldwide licence to use, modify, adapt, reproduce, make derivative works of, publish and/or transmit, and/or distribute and to authorise other users of the Services and other third-parties to view, access, use, download, modify, adapt, reproduce, make derivative works of, publish and/or transmit your User Content in any format and on any platform"
626,54,tiktok,serve you targeted advertising
627,299,tiktok,"by submitting User Content via the Services, you hereby grant us an unconditional irrevocable, non-exclusive, royalty-free, fully transferable, perpetual worldwide licence to use, modify, adapt, reproduce, make derivative works of, publish and/or transmit, and/or distribute and to authorise others users of the Services and other third-parties to view, access, use, download, modify, adapt, reproduce, make derivative works of, publish and/or transmit your User Content in any format and on any platform, either now known or hereinafter invented."
628,90,tiktok,
629,90,tiktok,
630,88,tiktok,"In such case, we reserve the right to refuse service"
631,90,tiktok,"If you no longer want to use our Services again, and would like your account deleted, we can take care of this for you.
Please contact us via feedback@tiktok.com, and we will provide you with further assistance and guide you through the process."
632,47,tinder,"Tinder reserves the right to investigate and/ or terminate your account without a refund of any purchases if you have violated this Agreement, misused the Service or behaved in a way that Tinder regards as inappropriate or unlawful, including actions or communications that occur on or off the Service."
633,29,tinder,"For this reason, many businesses, including Tinder, do not currently respond to DNT signals."
634,368,tinder,"TINDER DOES NOT REPRESENT OR WARRANT THAT (A) THE SERVICE WILL BE UNINTERRUPTED, SECURE OR ERROR FREE, (B) ANY DEFECTS OR ERRORS IN THE SERVICE WILL BE CORRECTED, OR (C) THAT ANY CONTENT OR INFORMATION YOU OBTAIN ON OR THROUGH THE SERVICE WILL BE ACCURATE."
635,178,duplicateofservice596,or any other tracking technology.
636,24,duplicateofservice596,Contributions are made available only under open and public licences.
637,357,duplicateofservice596,The project has a code of conduct and strives for a welcoming community 
638,11,duplicateofservice596,Passwords and encrypted in our database with the bcrypt algorithm.
639,451,duplicateofservice596,"This licence is sublicensable only under any of the following terms and conditions, as applicable depending for example on the type of contributions: Creative Commons BY SA 4.0 (or any later version), an open source/free software licence published by the GNU Project and/or the Free Software Foundation."
640,11,duplicateofservice596,"We must not store your passwords unencrypted.
We undertake to review our security technologies from time to time, for example if our encryption or hash functions are not considered good enough any more."
641,102,duplicateofservice596,We express our opinion with no guarantee and we do not endorse any service in any way.
642,121,todoist,You retain ownership of any intellectual property rights that you hold in that Content.
643,156,todoist,"We reserve our right at all times, but are not obligated, to remove or refuse to distribute any Content through the Service including your Content."
644,32,todoist,"Effective Date: September 27th, 2018"
645,6,todoist,"YOUR USE AND/OR PURCHASE OF SERVICE ARE ALL AT YOUR SOLE RISK.
THE SERVICE IS PROVIDED ON AN “AS IS” BASIS."
646,15,todoist,and certify that you are over the age of 13.
647,141,todoist,"You must not abuse and/or misuse our Service, including but not limited to, doing the following things:Using the Service for any unlawful purposes or activities;"
648,347,toptree-cc,"You agree to license your contents according to Creative Commons by default, unless otherwise specified."
649,42,toptree-cc,What rights you have over your data
650,115,toptree-cc,You can also request that we erase any personal data we hold about you.
651,5,toptree-cc,We cannot guarantee 100% up time of our services.
652,129,toptree-cc,"We may throttle or block incoming connections, temporarily or permanently, if we suspect that your behaviours could pose a risk to us or others."
653,267,toptree-cc,You must be 12 years old or over.
654,252,toptree-cc,How we protect your data
655,273,toptree-cc,You agree to bear any legal responsibilities for your own contents.
656,452,tos;dr,We do not use cookies or any other tracking technology.
657,178,tos;dr,"We do not use cookies or any other tracking technology.
"
658,181,tos;dr,"By contributing to this project (e.g.
by sending an email or by submitting through our interfaces), you agree – unless simultaneously and expressly stated otherwise – that CC BY-SA 3.0 (or any later version approved by more than 50% of voting contributors) with a special exception to allow distribution in a ""larger program"" under the GNU AGPL-3.0 or later.http://www.gnu.org/licenses/agpl-3.0-standalone.html"
659,181,tos;dr,We need you to license your contributions under free and open licenses.
660,70,tos;dr,"When you log in, you need to use at least an email and a password.
Nicknames are optional."
661,453,tos;dr,"Phoenix is hosted on Heroku for development purposes.
Please refer to their ToS for any more details."
662,454,tos;dr,"Nothing here should be considered legal advice.
We express our opinion with no guarantee and we do not endorse any service in any way.
Please refer to a qualified attorney for legal advice.
Reading ToS;DR is in no way a replacement for reading the full terms to which you are bound."
663,455,tos;dr,Passwords and encrypted in our database with the bcrypt algorithm.
664,456,tos;dr,"When cancelling your account, we scramble your data in our database so you cannot recover your account and we don't loose your contributions."
665,7,totemproject,Users are encouraged to use pseudonyms
666,178,opentradestatistics,Besides open data we don’t track users
667,112,travelzoo,"When you subscribe to or use our Services, we collect the following personal information from you: Your IP address and, when using our Mobile Application, data such as device type and OS version.
Note, you are not anonymous to us when you sign in to our Services."
668,30,travelzoo,"Note, if you choose to decline cookies, you may not be able to fully experience all the features of our Online Services."
669,38,travelzoo,Travelzoo also uses web beacons to conduct research on behalf of our partners and for auditing purposes.
670,9,travelzoo,"Travelzoo does not rent or sell personal information about you to third parties, however, we reserve the right to share the personal information we collect about you through our Services with third parties when we have your permission or under the following circumstances: If you are making a purchase on the Site, we often work with third parties and trusted business partners to securely collect your credit card, billing address and other verifying information.
Our third parties partners are required to follow generally accepted industry standards to protect the personal information they receive and/or process on our behalf."
671,29,trello,"Send ""Do Not Track"" Signals: Some browsers have incorporated ""Do Not Track"" (DNT) features that can send a signal to the websites you visit indicating you do not wish to be tracked.
Because there is not yet a common understanding of how to interpret the DNT signal, our Services do not currently respond to browser DNT signals.
You can use the range of other tools we provide to control data collection and use, including the ability to opt out of receiving marketing from us as described above."
672,41,trello,"5.4.. You will defend, indemnify and hold harmless us (and our Affiliates, officers, directors, agents and employees) from and against any and all claims, costs, damages, losses, liabilities and expenses (including reasonable attorneys’ fees and costs) resulting from any claim arising from or related to (i) your breach of Section 2.3 (End User Consent) or any claims or disputes brought by your End Users arising out of their use of Cloud Products, (ii) your breach (or alleged breach) of Sections 5.2 (Your Data Compliance Obligations) or 5.3 (No Sensitive Data).
or (iii) Your Materials."
673,42,trello,"You have the right to request a copy of your information, to object to our use of your information (including for marketing purposes), to request the deletion or restriction of your information, or to request your information in a structured, electronic format."
674,32,trello,"These Cloud Terms of Service will go into effect on November 1, 2018 at which time they will replace the Atlassian Customer Agreement and Trello Terms of Service."
675,459,trello," In exceptional circumstances, we may share information about you with a third party if we believe that sharing is reasonably necessary to (a) comply with any applicable law, regulation, legal process or governmental request, including to meet national security requirements, (b) enforce our agreements, policies and terms of service, (c) protect the security or integrity of our products and services, (d) protect Trello, our customers or the public from harm or illegal activities, or (e) respond to an emergency which we believe in good faith requires us to disclose information to assist in preventing the death or serious bodily injury of any person.
For more information on how we respond to government requests, see our Guidelines for Law Enforcement"
676,15,trello,"2.6.. The Cloud Products are not intended for, and should not be used by, anyone under the age of 16.
You are responsible for ensuring that all End Users are at least 16 years old."
677,26,virtualworldcomputingcocoonmydatarewards,"We may obtain information about you, either individually, or in the aggregate, from other sources, such as third party partners and affiliates."
678,149,virtualworldcomputingcocoonmydatarewards,"Any user generated content submitted through email, Cocoon apps, or social media constitutes Feedback subject to clause 12 and as set out in that clause, becomes property of Cocoon and can be used in Cocoon's marketing efforts.
User releases all rights to said content."
679,80,virtualworldcomputingcocoonmydatarewards,"You agree that if Cocoon does not exercise or enforce any legal right or remedy which is contained in the Terms (or which Cocoon has the benefit of under any applicable law), this will not be taken to be a formal waiver of Cocoon’s rights and that those rights or remedies will still be available to Cocoon."
680,460,tumblr,"Some services that we use (including Third Party Services), such as Google Analytics, use web tags and may also place their own cookies on your browser, and individual blogs on our network may contain code that places their own cookies."
681,461,tumblr,"We're also going to make it a practice to post old versions so it's easy to see changes/additions/deletions.
To see old versions, scroll down to the end of this document.
"
682,180,tumblr,"A web tag is code or a pixel embedded in a web page, or email, that allows Tumblr or a third party to see that you have looked at that page.
We use cookies and web tags to enable our servers to recognize your web browser and tell us how and when you use the Services, as described above in “Information Related to Use of the Services.” Our cookies do not, by themselves, contain information that personally identifies you, and we don't combine the general information collected through cookies with other such information to tell us who you are.
However, we do use cookies to identify that you have logged in, and that your web browser has accessed the Services, and we may associate that information with your Account if you have one."
683,462,tumblr,You retain ownership you have of any intellectual property you post to Tumblr.
684,463,tumblr,"Tumblr retains the right to create limits on and related to use of the Services in its sole discretion at any time with or without notice.
Tumblr may also impose limits on certain Services or aspects of those Services or restrict your access to parts or all of the Services without notice or liability.
Tumblr may change, suspend, or discontinue any or all of the Services at any time, including the availability of any product, feature, database, or Content (as defined below).
Tumblr may also terminate or suspend Accounts (as defined below) at any time, in its sole discretion."
685,464,tumblr,"Deleting your Account may not fully remove the content you have published from our systems, as caching of, backups of, copies of, or references to your Account Information may not be immediately removed.
In addition, given the nature of sharing on the Services, some of the public activity on your Account prior to deletion (such as reblogs of your blog posts) may remain stored on our servers and accessible to the public."
686,465,tumblr,"Agents with whom we share such information for these reasons are generally bound by confidentiality obligations and, unless we tell you differently, our Agents do not have any right to use information we share with them beyond the scope and duration of what is necessary to assist us."
687,466,tumblr,"19.
Special Provisions for Subscribers Located Outside of the United States"
688,23,tumblr,"2.
Modifications to this Agreement Tumblr reserves the right to modify this Agreement by (1) posting a revised Agreement on and/or through the Services and (2) providing notice to you that this Agreement has changed, generally via email where practicable, and otherwise through the Services (such as through a notification on your Tumblr Dashboard or in our mobile applications).
Modifications will not apply retroactively.
You are responsible for reviewing and becoming familiar with any modifications to this Agreement.
 We may sometimes ask you to review and to explicitly agree to (or reject) a revised version of this Agreement.
In such cases, modifications will be effective at the time of your agreement to the modified version of this Agreement.
If you do not agree at that time, you are not permitted to use the Services.
 Note that, if you have prepaid for any Paid Services (as defined below) prior to a modification of this Agreement, your use of such prepaid Paid Services is governed by the version of this Agreement in effect at the time Tumblr received your prepayment."
689,467,tunnelbear,"You hereby expressly and irrevocably release and forever discharge TunnelBear, its affiliated and associated companies, and their respective directors, officers, employees, agents, representatives, independent and dependent contractors, licensees, successors and assigns of and from any and all actions, causes of action, suits, proceedings, liability, debts, judgments, claims and demands whatsoever in law or equity which you ever had, now have, or hereafter can, shall or may have, for or by reason of, or arising directly or indirectly out of your use of the Services."
690,468,tunnelbear,"July 16, 2018"
691,469,tunnelbear,"We store your Personal Data only as long as is necessary for the purposes for which it is collected, to provide our Services, resolve disputes, establish legal defenses, conduct audits, pursue legitimate business purposes, enforce our agreements, and comply with applicable laws.
We erase or destroy the records containing Personal Data when they are no longer required.
this will be done in ways that will ensure your continued privacy."
692,470,tunnelbear,"The Service is provided by TunnelBear on and “as is” “as available” basis without warranties of any kind, either expressed or implied, including without limitation, any implied warranty of metchantability, fitness for a particular purpose, or non-infringement of third-party rights, are hereby disclaimed to the maximum extent permitted by law.
You expressly agree that use of the Services is at your sole risk."
693,170,tunnelbear,"We may send data to third-party service providers who operate services that help us with: customer support.
email.
hosting, protecting, and securing the TunnelBear infrastructure.
DDoS prevention.
payment processing.
as well as understanding website analytics, account and payment related service usage."
694,471,tunnelbear,"Notwithstanding the foregoing, in no event shall the total liability of TunnelBear, for all damages, losses and causes of action whether in contract, tort including negligence, or otherwise, exceed the aggregate dollar amount paid by the User claimant to TunnelBear in the twelve months prior to the claimed loss, damages or other such alleged event giving rise to the basis of claim."
695,41,turnitin,"To the extent allowed by applicable law, you agree to indemnify, defend and hold harmless, Turnitin, its affiliates, officers, directors, employees, agents, service providers and licensors, from any claims, losses, damages, deficiencies, liabilities, costs and expenses (including attorneys' fees and costs) arising from Your (a) use of the Site or the Services, (b) violation of any third party's rights, including intellectual property rights and privacy, (c) breach of applicable law, or (d) breach of this User Agreement."
696,96,turnitin,"Turnitin is not responsible for any software, data or other information available from any third party Website."
697,42,turnitin,"At any time, you can access, update, rectify or erase any personal data by logging into your account and clicking “User Info” or contacting Customer Support."
698,32,turnitin,Last Updated: 29th August 2018
699,30,turnitin,"If you choose to disable cookies, it may limit use of certain of features or functions of our websites or service."
700,53,turnitin,"You acknowledge and agree that Turnitin may stop (permanently or temporarily) providing the Services (or any features within the Services) to You or to users generally at Turnitin's sole discretion, without prior notice to You."
701,6,turnitin,"THE SITE AND ALL INFORMATION AND SERVICES AVAILABLE THROUGH THE SITE ARE PROVIDED ""AS IS,"" WITH ALL FAULTS, AND ""AS AVAILABLE""."
702,15,turnitin,"Use of the Site and Services is limited to Authorized Users (as defined below) who are eighteen (18) years of age or older and/or have legal capacity to form a binding contract or, as set forth below, Authorized Users who are under 18 years of age with consent of a parent or guardian.If You have not reached the age of majority in Your jurisdiction of residence (""Not of Majority Age""), You may not use the Site except with the supervision and permission of a parent or legal guardian."
703,88,turnitin,"Turnitin may, in its sole discretion, suspend or terminate Your access to the Site to (i) prevent damages to, or degradation of, the Services.
(ii) comply with any law, regulation, court order, or other governmental request.
(iii) otherwise protect Turnitin from potential legal liability.
or (iv) in response to Your breach of this User Agreement."
704,11,turnitin,"Our data is stored in the EU or USA with robust physical, digital, and procedural safeguards in place to protect your personal data, including the use of SSL encryption, redundant servers and data centers, and sophisticated perimeter security.
We continuously audit for security vulnerabilities and make software patching a priority."
705,43,turnitin,"You are solely responsible for any and all use of Your account.
If You become aware of any unauthorized use of Your password or of Your account, You agree to notify Turnitin by sending an email to legal@turnitin.com.
You are entirely responsible for maintaining the confidentiality of Your password and You agree not to share Your password with any other person, whether directly or indirectly.
You agree to use reasonable efforts to retain the confidentiality of class identification numbers and passwords."
706,44,turnitin,You agree not to access (or attempt to access) any of the Services or Site through any automated means (including use of scripts or web crawlers) and shall ensure that You comply with the instructions set out in any robots.txt file present on the Services or Site.
707,177,turnitin,Procedure for Making Claims of Copyright Infringement
708,303,tutanota,We will not disclose this personal data to third parties.
709,137,tutanota,"4.7.
Each natural person is prohibited to sign up for more than one free of charge Tutanota account
for private use.
For additional accounts a paid tariff must be selected which allows adding aliases and user accounts."
710,9,tutanota,There will be no sale of data.
711,472,tutanota,"Your password is salted and hashed with Bcrypt on your device before being transmitted to Tutanota.
Bcrypt is the most reliable method because brute-force attacks need much more time in comparison to conventional methods such as MD5 or SHA.
With this method we guarantee an integrated confidentiality and we allow you to access and decrypt your emails from desktops and mobile devices instantly."
712,29,twitch,"However, Twitch does not recognize or respond to browser-initiated DNT signals."
713,41,twitch,"You agree to indemnify, defend, and hold harmless Twitch, its affiliated companies, contractors, employees, agents and its third-party suppliers, licensors, and partners from any claims, losses, damages, liabilities, including legal fees and expenses, arising out of your use or misuse of the Twitch Services, any User Content you post, store or otherwise transmit in or through the Twitch Services, your violation of the rights of any third party, any violation by you of these Terms of Service, or any breach of the representations, warranties, and covenants made by you herein.
Twitch reserves the right, at your expense, to assume the exclusive defense and control of any matter for which you are required to indemnify Twitch, and you agree to cooperate with Twitch’s defense of these claims.
Twitch will use reasonable efforts to notify you of any such claim, action, or proceeding upon becoming aware of it.
The foregoing indemnity includes, without limitation, any claims, losses, damages, liabilities, including legal fees and expenses, arising out of your Promotions or User Content."
714,475,twitch,"Unless otherwise agreed to in a written agreement between you and Twitch that was signed by an authorized representative of Twitch, if you submit, transmit, display, perform, post or store User Content using the Twitch Services, you grant Twitch and its sublicensees, to the furthest extent and for the maximum duration permitted by applicable law (including in perpetuity if permitted under applicable law), an unrestricted, worldwide, irrevocable, fully sub-licenseable, nonexclusive, and royalty-free right to (a) use, reproduce, modify, adapt, publish, translate, create derivative works from, distribute, perform and display such User Content (including without limitation for promoting and redistributing part or all of the Twitch Services (and derivative works thereof)) in any form, format, media or media channels now known or later developed or discovered.
and (b) use the name, identity, likeness and voice (or other biographical information) that you submit in connection with such User Content."
715,32,twitch,please take a look at the “last modified” legend at the top of this page to see when this Cookie Policy was last revised.
716,30,twitch,"Essential Cookies These cookies are essential to the operation of the Twitch Services in order to enable you to move around it and to use its features.
Without these cookies, services you have asked for, such as accessing secure areas of the website or paid for content, cannot be provided.
These cookies are essential for using the website and therefore cannot be turned off without severely affecting your use of the website."
717,30,twitch,You can control these cookies via your browser setting but please note that the Twitch Services may not function smoothly if you do.
718,279,twitch,"Twitch may make information available to our affiliates (meaning entities controlled by, controlling, or under common control with Twitch), including Amazon.com, Inc.
and its subsidiaries that are either subject to this Privacy Policy or follow practices at least as protective as those described in this Privacy Policy."
719,299,twitch,"If you close your account, Twitch may retain certain information about you for the activities described in this Privacy Policy, or as permitted or required by applicable law."
720,6,twitch,"THE TWITCH SERVICES AND THE CONTENT AND MATERIALS CONTAINED THEREIN ARE PROVIDED ON AN “AS IS” BASIS WITHOUT WARRANTIES OF ANY KIND, EITHER EXPRESS OR IMPLIED, EXCEPT AS EXPRESSLY PROVIDED TO THE CONTRARY IN A WRITING BY TWITCH."
721,6,twitch,"THE SECURITY MEASURES TO PROTECT USER CONTENT USED BY TWITCH HEREIN ARE PROVIDED AND USED “AS-IS” AND WITH NO WARRANTIES, GUARANTEES, CONDITIONS, ASSURANCES OR OTHER TERMS THAT SUCH SECURITY MEASURES WILL WITHSTAND ATTEMPTS TO EVADE SECURITY MECHANISMS OR THAT THERE WILL BE NO CRACKS, DISABLEMENTS OR OTHER CIRCUMVENTION OF SUCH SECURITY MEASURES."
722,15,twitch,"The Twitch Services are not available to persons under the age of 13.
If you are between the ages of 13 and 18 (or between 13 and the age of legal majority in your jurisdiction of residence), you may only use the Twitch Services under the supervision of a parent or legal guardian who agrees to be bound by these Terms of Service."
723,15,twitch,"YOU REPRESENT THAT YOU ARE AT LEAST 13 YEARS OF AGE, THAT YOUR PARENT OR LEGAL GUARDIAN AGREES TO BE BOUND BY THESE TERMS OF SERVICE IF YOU ARE BETWEEN 13 AND THE AGE OF LEGAL MAJORITY IN YOUR JURISDICTION OF RESIDENCE,"
724,235,twitch,"Twitch may disclose user information if we believe in good faith that such disclosure is necessary to comply with U.S.
state and federal laws or other applicable laws around the world (for example, in the country of your residence), or respond to a court order, judicial or other government request, subpoena, or warrant in the manner legally required."
